,persnr,time,workSampleTest,b5cons,b5extra,b5open,b5emos,b5agree,riskAversion,age,experience,bonus,performance
272,68,0,102.0,0.2,1.0,-0.6,0.5,1.1,0.2,53,30,0,195.63925112063924
273,68,1,102.0,0.2,1.0,-0.6,0.5,1.1,0.2,54,31,0,-126.0841864897269
274,68,2,102.0,0.2,1.0,-0.6,0.5,1.1,0.2,55,32,0,208.95326252995335
275,68,3,102.0,0.2,1.0,-0.6,0.5,1.1,0.2,56,33,0,36.14883105737161
276,69,0,102.0,-0.9,-1.9,2.0,-0.9,-0.0,0.6,39,16,0,119.64046279102426
277,69,1,102.0,-0.9,-1.9,2.0,-0.9,-0.0,0.6,40,17,0,-210.71952929990871
278,69,2,102.0,-0.9,-1.9,2.0,-0.9,-0.0,0.6,41,18,0,113.67893830407013
279,69,3,102.0,-0.9,-1.9,2.0,-0.9,-0.0,0.6,42,19,0,-141.11293919852687
280,70,0,131.0,0.7,2.8,-0.3,0.0,1.4,1.0,54,33,0,269.86958331853253
281,70,1,131.0,0.7,2.8,-0.3,0.0,1.4,1.0,55,34,1,351.98921242005224
282,70,2,131.0,0.7,2.8,-0.3,0.0,1.4,1.0,56,35,1,392.02950958871224
283,70,3,131.0,0.7,2.8,-0.3,0.0,1.4,1.0,57,36,1,228.22806462487875
284,71,0,107.0,0.7,-1.0,-1.5,0.9,-1.8,-1.6,60,37,0,-28.08840977930447
285,71,1,107.0,0.7,-1.0,-1.5,0.9,-1.8,-1.6,61,38,0,376.67789993189456
286,71,2,107.0,0.7,-1.0,-1.5,0.9,-1.8,-1.6,62,39,1,321.31146466210555
287,71,3,107.0,0.7,-1.0,-1.5,0.9,-1.8,-1.6,63,40,1,487.4582580421718
288,72,0,107.0,0.2,0.1,-0.7,-0.4,0.5,-0.0,45,16,0,191.63243609971178
289,72,1,107.0,0.2,0.1,-0.7,-0.4,0.5,-0.0,46,17,0,207.54420577849214
290,72,2,107.0,0.2,0.1,-0.7,-0.4,0.5,-0.0,47,18,0,95.16502730663171
291,72,3,107.0,0.2,0.1,-0.7,-0.4,0.5,-0.0,48,19,1,222.75633778031533
292,73,0,92.0,1.3,-0.6,-1.2,-0.2,1.5,-0.2,49,23,0,136.11470119142956
293,73,1,92.0,1.3,-0.6,-1.2,-0.2,1.5,-0.2,50,24,0,105.58907496797548
294,73,2,92.0,1.3,-0.6,-1.2,-0.2,1.5,-0.2,51,25,0,160.23569321188393
295,73,3,92.0,1.3,-0.6,-1.2,-0.2,1.5,-0.2,52,26,0,1.3826538920619527
296,74,0,104.0,-0.4,0.2,0.0,-0.5,0.9,-1.3,26,0,0,-28.710604146892237
297,74,1,104.0,-0.4,0.2,0.0,-0.5,0.9,-1.3,27,1,1,333.4623170650202
298,74,2,104.0,-0.4,0.2,0.0,-0.5,0.9,-1.3,28,2,1,168.01073134024944
299,74,3,104.0,-0.4,0.2,0.0,-0.5,0.9,-1.3,29,3,1,126.70703035747113
300,75,0,83.0,-0.8,-2.2,-0.5,-1.5,0.4,-2.2,40,15,0,-32.3394078820542
301,75,1,83.0,-0.8,-2.2,-0.5,-1.5,0.4,-2.2,41,16,0,-61.23969446739566
302,75,2,83.0,-0.8,-2.2,-0.5,-1.5,0.4,-2.2,42,17,0,35.37094743819745
303,75,3,83.0,-0.8,-2.2,-0.5,-1.5,0.4,-2.2,43,18,0,0.12296541715852882
304,76,0,83.0,-2.0,-0.4,-0.2,1.8,-0.5,1.6,59,36,0,150.7866179216121
305,76,1,83.0,-2.0,-0.4,-0.2,1.8,-0.5,1.6,60,37,0,13.175228831747887
306,76,2,83.0,-2.0,-0.4,-0.2,1.8,-0.5,1.6,61,38,0,59.95754311995009
307,76,3,83.0,-2.0,-0.4,-0.2,1.8,-0.5,1.6,62,39,0,103.66398560560134
308,77,0,81.0,-1.4,0.6,0.7,-1.0,1.0,0.3,61,34,0,163.80267381397385
309,77,1,81.0,-1.4,0.6,0.7,-1.0,1.0,0.3,62,35,0,-93.26854454241675
310,77,2,81.0,-1.4,0.6,0.7,-1.0,1.0,0.3,63,36,0,63.74422061042974
311,77,3,81.0,-1.4,0.6,0.7,-1.0,1.0,0.3,64,37,0,-116.61455520482212
312,78,0,119.0,1.4,-0.5,0.2,0.1,-0.3,1.3,26,0,0,159.61673091924956
313,78,1,119.0,1.4,-0.5,0.2,0.1,-0.3,1.3,27,1,0,234.20603911398734
314,78,2,119.0,1.4,-0.5,0.2,0.1,-0.3,1.3,28,2,1,139.5588550833595
315,78,3,119.0,1.4,-0.5,0.2,0.1,-0.3,1.3,29,3,1,307.39119030673925
316,79,0,80.0,2.2,-0.6,-1.3,0.2,-1.6,0.3,39,15,0,17.14176473002999
317,79,1,80.0,2.2,-0.6,-1.3,0.2,-1.6,0.3,40,16,0,161.47844378288488
318,79,2,80.0,2.2,-0.6,-1.3,0.2,-1.6,0.3,41,17,0,-8.51867407049928
319,79,3,80.0,2.2,-0.6,-1.3,0.2,-1.6,0.3,42,18,0,219.71640573716144
320,80,0,108.0,-2.3,-0.5,1.3,0.7,-0.4,0.8,21,0,0,13.133488606657568
321,80,1,108.0,-2.3,-0.5,1.3,0.7,-0.4,0.8,22,1,0,34.322544805459195
322,80,2,108.0,-2.3,-0.5,1.3,0.7,-0.4,0.8,23,2,0,-65.15652291620643
323,80,3,108.0,-2.3,-0.5,1.3,0.7,-0.4,0.8,24,3,0,63.92370241438113
324,81,0,80.0,-0.1,-0.3,1.6,0.7,-0.6,-0.6,34,10,0,73.56176590122068
325,81,1,80.0,-0.1,-0.3,1.6,0.7,-0.6,-0.6,35,11,0,85.88309448391053
326,81,2,80.0,-0.1,-0.3,1.6,0.7,-0.6,-0.6,36,12,0,164.57807587951038
327,81,3,80.0,-0.1,-0.3,1.6,0.7,-0.6,-0.6,37,13,0,107.43720365286522
328,82,0,105.0,-0.3,-0.9,-0.4,0.6,-0.8,-0.7,24,2,0,154.88395970299365
329,82,1,105.0,-0.3,-0.9,-0.4,0.6,-0.8,-0.7,25,3,0,59.01419094953397
330,82,2,105.0,-0.3,-0.9,-0.4,0.6,-0.8,-0.7,26,4,1,71.17939463556854
331,82,3,105.0,-0.3,-0.9,-0.4,0.6,-0.8,-0.7,27,5,1,398.0679548647015
332,83,0,61.0,-1.6,-0.4,0.1,-1.0,0.1,0.1,29,5,0,-71.35941400570395
333,83,1,61.0,-1.6,-0.4,0.1,-1.0,0.1,0.1,30,6,0,-61.703949853718186
334,83,2,61.0,-1.6,-0.4,0.1,-1.0,0.1,0.1,31,7,0,-17.98952196643468
335,83,3,61.0,-1.6,-0.4,0.1,-1.0,0.1,0.1,32,8,0,-127.5420087607636
336,84,0,100.0,-1.3,-2.2,0.1,0.1,1.0,-0.2,64,35,0,-13.855037342815791
337,84,1,100.0,-1.3,-2.2,0.1,0.1,1.0,-0.2,65,36,0,102.66463530285789
338,84,2,100.0,-1.3,-2.2,0.1,0.1,1.0,-0.2,66,37,1,91.44394915373776
339,84,3,100.0,-1.3,-2.2,0.1,0.1,1.0,-0.2,67,38,1,43.250559817982236
340,85,0,97.0,-0.7,0.3,1.8,0.8,0.3,0.1,31,10,0,-72.01561320796827
341,85,1,97.0,-0.7,0.3,1.8,0.8,0.3,0.1,32,11,0,67.59401230677803
342,85,2,97.0,-0.7,0.3,1.8,0.8,0.3,0.1,33,12,0,46.21535297212658
343,85,3,97.0,-0.7,0.3,1.8,0.8,0.3,0.1,34,13,1,-49.69022687948322
344,86,0,118.0,-0.5,2.9,-1.8,0.0,-1.8,-0.6,63,41,0,360.3492832022183
345,86,1,118.0,-0.5,2.9,-1.8,0.0,-1.8,-0.6,64,42,0,171.80221783095408
346,86,2,118.0,-0.5,2.9,-1.8,0.0,-1.8,-0.6,65,43,0,31.045389252667235
347,86,3,118.0,-0.5,2.9,-1.8,0.0,-1.8,-0.6,66,44,1,362.8892264396872
348,87,0,105.0,1.2,0.7,-1.6,0.2,-0.5,1.1,46,24,0,74.02603376537404
349,87,1,105.0,1.2,0.7,-1.6,0.2,-0.5,1.1,47,25,0,250.11274269914975
350,87,2,105.0,1.2,0.7,-1.6,0.2,-0.5,1.1,48,26,0,-0.21614126942642997
351,87,3,105.0,1.2,0.7,-1.6,0.2,-0.5,1.1,49,27,1,107.68408006868218
352,88,0,81.0,-0.7,-0.2,-0.4,-0.2,-0.4,-0.6,44,21,0,-44.347389065378735
353,88,1,81.0,-0.7,-0.2,-0.4,-0.2,-0.4,-0.6,45,22,0,-31.916644228236976
354,88,2,81.0,-0.7,-0.2,-0.4,-0.2,-0.4,-0.6,46,23,1,267.76713546361543
355,88,3,81.0,-0.7,-0.2,-0.4,-0.2,-0.4,-0.6,47,24,1,6.1277505723367085
356,89,0,109.0,0.3,1.0,-0.3,0.6,0.4,-1.6,31,6,0,68.43845874844719
357,89,1,109.0,0.3,1.0,-0.3,0.6,0.4,-1.6,32,7,0,-19.442702427707445
358,89,2,109.0,0.3,1.0,-0.3,0.6,0.4,-1.6,33,8,0,213.16948334256327
359,89,3,109.0,0.3,1.0,-0.3,0.6,0.4,-1.6,34,9,1,212.99906396856116
360,90,0,86.0,-0.2,-0.2,-0.1,1.6,0.8,-0.8,42,13,0,-74.07662510200944
361,90,1,86.0,-0.2,-0.2,-0.1,1.6,0.8,-0.8,43,14,0,32.45745094672158
362,90,2,86.0,-0.2,-0.2,-0.1,1.6,0.8,-0.8,44,15,0,-87.42860787224171
363,90,3,86.0,-0.2,-0.2,-0.1,1.6,0.8,-0.8,45,16,0,-220.45108702837578
364,91,0,120.0,0.4,-0.7,0.2,-0.5,1.4,-0.8,64,44,0,156.42302458222636
365,91,1,120.0,0.4,-0.7,0.2,-0.5,1.4,-0.8,65,45,0,394.03675878154456
366,91,2,120.0,0.4,-0.7,0.2,-0.5,1.4,-0.8,66,46,0,187.96582056359088
367,91,3,120.0,0.4,-0.7,0.2,-0.5,1.4,-0.8,67,47,1,57.372630454947284
368,92,0,105.0,0.9,-1.1,-0.3,0.5,1.2,0.6,39,13,0,112.09757253700732
369,92,1,105.0,0.9,-1.1,-0.3,0.5,1.2,0.6,40,14,0,125.73837677384897
370,92,2,105.0,0.9,-1.1,-0.3,0.5,1.2,0.6,41,15,0,18.550214047765778
371,92,3,105.0,0.9,-1.1,-0.3,0.5,1.2,0.6,42,16,0,-11.083994958699563
372,93,0,95.0,-1.6,-1.7,0.5,-1.5,-0.1,0.5,45,16,0,194.67286795526343
373,93,1,95.0,-1.6,-1.7,0.5,-1.5,-0.1,0.5,46,17,0,227.5637290812483
374,93,2,95.0,-1.6,-1.7,0.5,-1.5,-0.1,0.5,47,18,0,76.40464002118779
375,93,3,95.0,-1.6,-1.7,0.5,-1.5,-0.1,0.5,48,19,0,52.54376559043522
376,94,0,136.0,0.3,-1.1,-0.3,-0.8,-0.0,0.1,22,0,0,235.3439335970333
377,94,1,136.0,0.3,-1.1,-0.3,-0.8,-0.0,0.1,23,1,0,132.76903403133002
378,94,2,136.0,0.3,-1.1,-0.3,-0.8,-0.0,0.1,24,2,1,289.74395962798184
379,94,3,136.0,0.3,-1.1,-0.3,-0.8,-0.0,0.1,25,3,1,326.9541302472824
380,95,0,56.0,0.9,-0.5,2.3,1.0,0.4,0.1,49,25,0,123.28433176767558
381,95,1,56.0,0.9,-0.5,2.3,1.0,0.4,0.1,50,26,0,93.99933053293714
382,95,2,56.0,0.9,-0.5,2.3,1.0,0.4,0.1,51,27,0,99.75093590080496
383,95,3,56.0,0.9,-0.5,2.3,1.0,0.4,0.1,52,28,0,-24.20610042015101
384,96,0,90.0,1.3,0.6,-0.6,1.5,0.5,0.3,64,44,0,111.0796531527009
385,96,1,90.0,1.3,0.6,-0.6,1.5,0.5,0.3,65,45,0,138.3280173972546
386,96,2,90.0,1.3,0.6,-0.6,1.5,0.5,0.3,66,46,0,-23.323655035677092
387,96,3,90.0,1.3,0.6,-0.6,1.5,0.5,0.3,67,47,0,68.27316203368224
388,97,0,71.0,-0.1,-1.5,-0.7,-0.3,0.8,0.1,58,37,0,-10.095131240376304
389,97,1,71.0,-0.1,-1.5,-0.7,-0.3,0.8,0.1,59,38,0,72.37262924495015
390,97,2,71.0,-0.1,-1.5,-0.7,-0.3,0.8,0.1,60,39,0,198.454571452134
391,97,3,71.0,-0.1,-1.5,-0.7,-0.3,0.8,0.1,61,40,0,129.9727325541327
392,98,0,99.0,-0.2,-0.1,0.1,0.6,1.0,0.2,32,10,0,252.29670097412077
393,98,1,99.0,-0.2,-0.1,0.1,0.6,1.0,0.2,33,11,0,215.68369657764595
394,98,2,99.0,-0.2,-0.1,0.1,0.6,1.0,0.2,34,12,1,355.1435964402468
395,98,3,99.0,-0.2,-0.1,0.1,0.6,1.0,0.2,35,13,1,-32.21665124641018
396,99,0,119.0,-1.4,-1.3,-0.6,-0.3,-0.2,1.0,30,8,0,178.14930589759877
397,99,1,119.0,-1.4,-1.3,-0.6,-0.3,-0.2,1.0,31,9,0,138.5519237438089
398,99,2,119.0,-1.4,-1.3,-0.6,-0.3,-0.2,1.0,32,10,0,-9.82410369798616
399,99,3,119.0,-1.4,-1.3,-0.6,-0.3,-0.2,1.0,33,11,0,114.2334997335492
400,100,0,86.0,-0.0,-0.3,-0.5,-1.1,-1.6,-1.3,62,38,0,21.51199500066771
401,100,1,86.0,-0.0,-0.3,-0.5,-1.1,-1.6,-1.3,63,39,0,128.21119320085103
402,100,2,86.0,-0.0,-0.3,-0.5,-1.1,-1.6,-1.3,64,40,0,171.8614272979343
403,100,3,86.0,-0.0,-0.3,-0.5,-1.1,-1.6,-1.3,65,41,0,86.3558673120111
404,101,0,108.0,-0.2,-0.2,-2.3,-0.1,0.2,0.4,66,38,0,381.74840934044676
405,101,1,108.0,-0.2,-0.2,-2.3,-0.1,0.2,0.4,67,39,0,366.60421198959403
406,101,2,108.0,-0.2,-0.2,-2.3,-0.1,0.2,0.4,68,40,1,253.3508379657373
407,101,3,108.0,-0.2,-0.2,-2.3,-0.1,0.2,0.4,69,41,1,345.24848260975546
408,102,0,102.0,-0.5,0.3,0.5,2.4,-1.3,0.9,56,29,0,-74.8165203435045
409,102,1,102.0,-0.5,0.3,0.5,2.4,-1.3,0.9,57,30,0,81.52999232261598
410,102,2,102.0,-0.5,0.3,0.5,2.4,-1.3,0.9,58,31,0,233.51980669971988
411,102,3,102.0,-0.5,0.3,0.5,2.4,-1.3,0.9,59,32,1,273.8924634991762
412,103,0,91.0,0.1,1.5,-0.5,0.3,-1.6,-1.0,66,37,0,354.78690108058845
413,103,1,91.0,0.1,1.5,-0.5,0.3,-1.6,-1.0,67,38,0,228.42420253757575
414,103,2,91.0,0.1,1.5,-0.5,0.3,-1.6,-1.0,68,39,0,137.9046929082989
415,103,3,91.0,0.1,1.5,-0.5,0.3,-1.6,-1.0,69,40,0,411.6488486379006
416,104,0,101.0,-1.2,-1.7,-1.7,0.8,0.3,-0.1,55,26,0,240.50183778969782
417,104,1,101.0,-1.2,-1.7,-1.7,0.8,0.3,-0.1,56,27,0,184.15008343286897
418,104,2,101.0,-1.2,-1.7,-1.7,0.8,0.3,-0.1,57,28,1,157.80504381230023
419,104,3,101.0,-1.2,-1.7,-1.7,0.8,0.3,-0.1,58,29,1,65.24006902362069
420,105,0,117.0,-0.4,-0.5,-0.1,-0.7,0.6,1.5,20,0,0,267.29635662791475
421,105,1,117.0,-0.4,-0.5,-0.1,-0.7,0.6,1.5,21,1,0,111.08572922129545
422,105,2,117.0,-0.4,-0.5,-0.1,-0.7,0.6,1.5,22,2,0,260.15557658637783
423,105,3,117.0,-0.4,-0.5,-0.1,-0.7,0.6,1.5,23,3,1,375.5159039489305
424,106,0,99.0,1.3,0.6,0.4,-0.7,-0.1,2.2,62,34,0,72.60110425349188
425,106,1,99.0,1.3,0.6,0.4,-0.7,-0.1,2.2,63,35,0,229.23764457838473
426,106,2,99.0,1.3,0.6,0.4,-0.7,-0.1,2.2,64,36,0,198.7925972154178
427,106,3,99.0,1.3,0.6,0.4,-0.7,-0.1,2.2,65,37,1,210.57566473740968
428,107,0,102.0,1.4,-2.3,0.0,-1.5,-0.9,-0.8,23,0,0,148.1851970383057
429,107,1,102.0,1.4,-2.3,0.0,-1.5,-0.9,-0.8,24,1,0,37.54748709640988
430,107,2,102.0,1.4,-2.3,0.0,-1.5,-0.9,-0.8,25,2,0,88.06430065326938
431,107,3,102.0,1.4,-2.3,0.0,-1.5,-0.9,-0.8,26,3,1,85.21761588471185
432,108,0,97.0,0.6,-0.2,-0.7,0.4,0.1,-1.5,39,11,0,40.497272158983066
433,108,1,97.0,0.6,-0.2,-0.7,0.4,0.1,-1.5,40,12,0,-64.75025188115748
434,108,2,97.0,0.6,-0.2,-0.7,0.4,0.1,-1.5,41,13,0,41.20770751360495
435,108,3,97.0,0.6,-0.2,-0.7,0.4,0.1,-1.5,42,14,0,-35.813733190859885
436,109,0,88.0,0.1,1.5,-0.7,0.2,-0.5,1.7,36,15,0,79.0045589699803
437,109,1,88.0,0.1,1.5,-0.7,0.2,-0.5,1.7,37,16,0,122.20977032683038
438,109,2,88.0,0.1,1.5,-0.7,0.2,-0.5,1.7,38,17,0,-6.101182568012959
439,109,3,88.0,0.1,1.5,-0.7,0.2,-0.5,1.7,39,18,0,93.61766834991269
440,110,0,95.0,-1.2,0.5,-0.9,1.2,1.0,1.2,43,23,0,-37.086236189905286
441,110,1,95.0,-1.2,0.5,-0.9,1.2,1.0,1.2,44,24,0,-81.69441448223841
442,110,2,95.0,-1.2,0.5,-0.9,1.2,1.0,1.2,45,25,0,61.29364229834238
443,110,3,95.0,-1.2,0.5,-0.9,1.2,1.0,1.2,46,26,0,279.958152985462
444,111,0,98.0,-0.2,-1.0,-0.3,2.6,0.4,1.5,24,1,0,140.58120116854292
445,111,1,98.0,-0.2,-1.0,-0.3,2.6,0.4,1.5,25,2,0,75.24224385616591
446,111,2,98.0,-0.2,-1.0,-0.3,2.6,0.4,1.5,26,3,0,32.477215612328706
447,111,3,98.0,-0.2,-1.0,-0.3,2.6,0.4,1.5,27,4,0,-19.869162904435214
448,112,0,104.0,0.3,-1.3,0.2,-0.5,2.1,-1.9,65,44,0,103.93148498229573
449,112,1,104.0,0.3,-1.3,0.2,-0.5,2.1,-1.9,66,45,0,137.01393725318403
450,112,2,104.0,0.3,-1.3,0.2,-0.5,2.1,-1.9,67,46,0,31.777433119735377
451,112,3,104.0,0.3,-1.3,0.2,-0.5,2.1,-1.9,68,47,0,84.28488694191887
452,113,0,107.0,1.2,-0.6,0.2,-1.1,-0.9,1.1,45,18,0,86.50607375552488
453,113,1,107.0,1.2,-0.6,0.2,-1.1,-0.9,1.1,46,19,0,236.1090907311747
454,113,2,107.0,1.2,-0.6,0.2,-1.1,-0.9,1.1,47,20,0,14.341847885367713
455,113,3,107.0,1.2,-0.6,0.2,-1.1,-0.9,1.1,48,21,0,184.75529611812675
456,114,0,81.0,1.4,-0.2,-0.4,0.3,-1.1,0.2,51,24,0,141.09593934629288
457,114,1,81.0,1.4,-0.2,-0.4,0.3,-1.1,0.2,52,25,0,146.66666426923723
458,114,2,81.0,1.4,-0.2,-0.4,0.3,-1.1,0.2,53,26,0,69.10324556758623
459,114,3,81.0,1.4,-0.2,-0.4,0.3,-1.1,0.2,54,27,0,79.55968721320215
460,115,0,87.0,1.3,0.5,0.6,-0.6,0.1,1.1,29,1,0,143.6217370228078
461,115,1,87.0,1.3,0.5,0.6,-0.6,0.1,1.1,30,2,0,-179.15957760773622
462,115,2,87.0,1.3,0.5,0.6,-0.6,0.1,1.1,31,3,0,202.6688830957698
463,115,3,87.0,1.3,0.5,0.6,-0.6,0.1,1.1,32,4,0,79.10141182544432
464,116,0,84.0,-0.8,0.1,-1.2,2.1,-0.0,-1.7,64,38,0,94.73064973781379
465,116,1,84.0,-0.8,0.1,-1.2,2.1,-0.0,-1.7,65,39,0,150.02093976803127
466,116,2,84.0,-0.8,0.1,-1.2,2.1,-0.0,-1.7,66,40,0,-125.77956679947181
467,116,3,84.0,-0.8,0.1,-1.2,2.1,-0.0,-1.7,67,41,0,134.6231033314284
468,117,0,99.0,1.2,-0.5,1.9,0.3,-2.5,-0.9,46,25,0,88.69916002189163
469,117,1,99.0,1.2,-0.5,1.9,0.3,-2.5,-0.9,47,26,0,105.438705382916
470,117,2,99.0,1.2,-0.5,1.9,0.3,-2.5,-0.9,48,27,0,-34.14061654996277
471,117,3,99.0,1.2,-0.5,1.9,0.3,-2.5,-0.9,49,28,1,244.0676005742837
472,118,0,104.0,-0.0,-1.0,-0.6,0.9,0.8,0.9,62,35,0,207.7187596073083
473,118,1,104.0,-0.0,-1.0,-0.6,0.9,0.8,0.9,63,36,0,88.86336170344623
474,118,2,104.0,-0.0,-1.0,-0.6,0.9,0.8,0.9,64,37,1,391.5975256610245
475,118,3,104.0,-0.0,-1.0,-0.6,0.9,0.8,0.9,65,38,1,266.78562524050767
476,119,0,101.0,-1.3,-1.4,1.1,0.4,-0.0,1.3,56,29,0,35.34493145737616
477,119,1,101.0,-1.3,-1.4,1.1,0.4,-0.0,1.3,57,30,0,140.61569268136594
478,119,2,101.0,-1.3,-1.4,1.1,0.4,-0.0,1.3,58,31,0,148.71759714016838
479,119,3,101.0,-1.3,-1.4,1.1,0.4,-0.0,1.3,59,32,1,255.1285117037134
480,120,0,95.0,0.7,0.6,-2.4,1.8,-0.1,-0.6,42,22,0,99.90499527935765
481,120,1,95.0,0.7,0.6,-2.4,1.8,-0.1,-0.6,43,23,0,113.68732248143299
482,120,2,95.0,0.7,0.6,-2.4,1.8,-0.1,-0.6,44,24,0,90.78808518805214
483,120,3,95.0,0.7,0.6,-2.4,1.8,-0.1,-0.6,45,25,1,116.23730651107665
484,121,0,82.0,0.5,2.0,0.5,-0.8,-0.8,-1.4,45,25,0,80.65650612364047
485,121,1,82.0,0.5,2.0,0.5,-0.8,-0.8,-1.4,46,26,0,148.80935826639057
486,121,2,82.0,0.5,2.0,0.5,-0.8,-0.8,-1.4,47,27,0,260.30460458832647
487,121,3,82.0,0.5,2.0,0.5,-0.8,-0.8,-1.4,48,28,0,137.90880353229738
488,122,0,82.0,1.3,-0.2,0.3,-0.5,0.1,-0.3,31,3,0,-104.67321695847075
489,122,1,82.0,1.3,-0.2,0.3,-0.5,0.1,-0.3,32,4,0,-51.27537963160596
490,122,2,82.0,1.3,-0.2,0.3,-0.5,0.1,-0.3,33,5,0,73.49702763610925
491,122,3,82.0,1.3,-0.2,0.3,-0.5,0.1,-0.3,34,6,0,69.21626291118719
492,123,0,76.0,-0.4,-1.0,-0.9,-1.8,1.2,0.2,22,1,0,-78.59226039288544
493,123,1,76.0,-0.4,-1.0,-0.9,-1.8,1.2,0.2,23,2,0,83.77915155627122
494,123,2,76.0,-0.4,-1.0,-0.9,-1.8,1.2,0.2,24,3,0,-127.63992550765315
495,123,3,76.0,-0.4,-1.0,-0.9,-1.8,1.2,0.2,25,4,0,-72.29869832856207
496,124,0,106.0,0.2,0.6,-0.4,1.1,1.6,-2.7,48,20,0,218.63662746227052
497,124,1,106.0,0.2,0.6,-0.4,1.1,1.6,-2.7,49,21,0,150.93545351288725
498,124,2,106.0,0.2,0.6,-0.4,1.1,1.6,-2.7,50,22,0,192.90689804508364
499,124,3,106.0,0.2,0.6,-0.4,1.1,1.6,-2.7,51,23,0,82.27091951124217
500,125,0,108.0,-0.5,1.0,-0.5,0.0,-0.0,1.3,21,0,0,202.52346900369133
501,125,1,108.0,-0.5,1.0,-0.5,0.0,-0.0,1.3,22,1,1,135.94366889128446
502,125,2,108.0,-0.5,1.0,-0.5,0.0,-0.0,1.3,23,2,1,93.77762335623123
503,125,3,108.0,-0.5,1.0,-0.5,0.0,-0.0,1.3,24,3,1,-61.75455542279386
504,126,0,88.0,-1.1,-0.8,-0.2,0.5,1.0,-1.4,21,0,0,254.9955178213962
505,126,1,88.0,-1.1,-0.8,-0.2,0.5,1.0,-1.4,22,1,0,77.00122857544349
506,126,2,88.0,-1.1,-0.8,-0.2,0.5,1.0,-1.4,23,2,0,49.568209913347175
507,126,3,88.0,-1.1,-0.8,-0.2,0.5,1.0,-1.4,24,3,1,67.31208474229732
508,127,0,89.0,-0.2,0.8,0.8,0.0,0.8,-0.5,63,36,0,78.25949824521925
509,127,1,89.0,-0.2,0.8,0.8,0.0,0.8,-0.5,64,37,0,184.26588947572893
510,127,2,89.0,-0.2,0.8,0.8,0.0,0.8,-0.5,65,38,0,24.256297508892374
511,127,3,89.0,-0.2,0.8,0.8,0.0,0.8,-0.5,66,39,0,240.74428640374603
512,128,0,106.0,-0.2,-0.9,0.4,0.4,0.5,-0.2,40,18,0,95.25417670042108
513,128,1,106.0,-0.2,-0.9,0.4,0.4,0.5,-0.2,41,19,1,239.3927931342946
514,128,2,106.0,-0.2,-0.9,0.4,0.4,0.5,-0.2,42,20,1,125.84446929971529
515,128,3,106.0,-0.2,-0.9,0.4,0.4,0.5,-0.2,43,21,1,84.35268889126452
516,129,0,88.0,-2.6,0.4,2.0,-0.6,0.4,0.2,47,20,0,-21.558440014973215
517,129,1,88.0,-2.6,0.4,2.0,-0.6,0.4,0.2,48,21,0,37.673261575590644
518,129,2,88.0,-2.6,0.4,2.0,-0.6,0.4,0.2,49,22,0,-30.749865274089125
519,129,3,88.0,-2.6,0.4,2.0,-0.6,0.4,0.2,50,23,0,31.81654327263627
520,130,0,89.0,0.1,0.6,-0.4,0.7,0.5,0.7,66,39,0,21.626255842469973
521,130,1,89.0,0.1,0.6,-0.4,0.7,0.5,0.7,67,40,0,155.37327484078935
522,130,2,89.0,0.1,0.6,-0.4,0.7,0.5,0.7,68,41,0,229.5993084404126
523,130,3,89.0,0.1,0.6,-0.4,0.7,0.5,0.7,69,42,0,-52.890173592624365
524,131,0,99.0,-1.2,1.5,1.4,0.7,-1.1,-1.2,28,1,0,53.58133062337829
525,131,1,99.0,-1.2,1.5,1.4,0.7,-1.1,-1.2,29,2,0,91.70392305549136
526,131,2,99.0,-1.2,1.5,1.4,0.7,-1.1,-1.2,30,3,0,163.2165559351577
527,131,3,99.0,-1.2,1.5,1.4,0.7,-1.1,-1.2,31,4,1,182.00643543204552
528,132,0,93.0,-1.8,0.4,1.9,0.4,-1.3,-0.5,57,31,0,87.18939417301688
529,132,1,93.0,-1.8,0.4,1.9,0.4,-1.3,-0.5,58,32,0,150.56051104099745
530,132,2,93.0,-1.8,0.4,1.9,0.4,-1.3,-0.5,59,33,0,129.07274602045567
531,132,3,93.0,-1.8,0.4,1.9,0.4,-1.3,-0.5,60,34,0,21.541848291136247
532,133,0,104.0,-1.7,1.1,-1.7,-1.3,-0.4,1.3,42,20,0,358.49322138182595
533,133,1,104.0,-1.7,1.1,-1.7,-1.3,-0.4,1.3,43,21,0,265.44759070942797
534,133,2,104.0,-1.7,1.1,-1.7,-1.3,-0.4,1.3,44,22,0,443.37248715331634
535,133,3,104.0,-1.7,1.1,-1.7,-1.3,-0.4,1.3,45,23,0,132.42632318906217
536,134,0,81.0,-0.5,-0.6,-0.4,0.5,1.3,0.2,62,35,0,181.91141307568168
537,134,1,81.0,-0.5,-0.6,-0.4,0.5,1.3,0.2,63,36,0,94.44725586110991
538,134,2,81.0,-0.5,-0.6,-0.4,0.5,1.3,0.2,64,37,0,-32.144841198379886
539,134,3,81.0,-0.5,-0.6,-0.4,0.5,1.3,0.2,65,38,0,-2.2641323169160046
540,135,0,68.0,0.1,0.2,0.2,-0.2,-0.7,0.2,29,0,0,-33.481410351225634
541,135,1,68.0,0.1,0.2,0.2,-0.2,-0.7,0.2,30,1,0,36.487410906200196
542,135,2,68.0,0.1,0.2,0.2,-0.2,-0.7,0.2,31,2,0,-96.91362583416105
543,135,3,68.0,0.1,0.2,0.2,-0.2,-0.7,0.2,32,3,0,-169.54529869425772
